Subscription.Type,Monthly.Revenue,Days.Joined,Last.Payment.Date,Country,Age,Gender,Device,Plan.Duration
Basic,14,1544,6/7/2023,Italy,36,Female,Smart TV,1 Month
Premium,15,1470,7/7/2023,Spain,49,Male,Laptop,1 Month
Basic,11,750,9/7/2023,Spain,30,Female,Smartphone,1 Month
Standard,15,1282,6/7/2023,United States,40,Female,Smartphone,1 Month
Premium,13,1440,7/7/2023,Canada,46,Female,Tablet,1 Month
Basic,11,1425,6/7/2023,United States,30,Female,Smart TV,1 Month
Premium,10,1344,8/7/2023,United States,48,Male,Laptop,1 Month
Basic,11,1491,5/7/2023,Canada,50,Male,Tablet,1 Month
Standard,11,198,6/7/2023,United Kingdom,27,Male,Smart TV,1 Month
Standard,14,262,7/7/2023,Australia,51,Female,Laptop,1 Month
Basic,11,1172,7/7/2023,Germany,38,Male,Smartphone,1 Month
Premium,10,1715,5/7/2023,France,39,Male,Laptop,1 Month
Basic,12,1220,5/7/2023,Brazil,45,Female,Smart TV,1 Month
Standard,12,490,6/7/2023,Mexico,29,Male,Laptop,1 Month
Premium,13,1224,7/7/2023,Spain,35,Male,Smartphone,1 Month
Basic,10,252,4/7/2023,Italy,51,Female,Smart TV,1 Month
Premium,11,958,6/7/2023,Spain,51,Male,Smart TV,1 Month
Basic,15,290,7/7/2023,Spain,42,Female,Smartphone,1 Month
Standard,13,1313,6/7/2023,United States,48,Female,Laptop,1 Month
Standard,14,1904,4/7/2023,Canada,40,Male,Smart TV,1 Month
Basic,13,1222,7/7/2023,United States,39,Male,Smart TV,1 Month
Premium,14,145,7/7/2023,United States,44,Male,Laptop,1 Month
Basic,14,2174,6/7/2023,Canada,27,Female,Laptop,1 Month
Standard,11,1482,5/7/2023,United Kingdom,35,Male,Tablet,1 Month
Premium,14,2175,7/7/2023,Australia,45,Male,Smart TV,1 Month
Basic,12,1214,7/7/2023,Germany,33,Male,Tablet,1 Month
Premium,10,1308,7/7/2023,France,32,Female,Smart TV,1 Month
Basic,11,1404,5/7/2023,Brazil,51,Female,Laptop,1 Month
Standard,10,62,6/7/2023,Mexico,40,Female,Tablet,1 Month
Standard,15,720,6/7/2023,Spain,47,Male,Laptop,1 Month
Basic,13,2170,6/7/2023,Italy,42,Male,Smart TV,1 Month
Premium,10,799,6/7/2023,Spain,41,Male,Tablet,1 Month
Basic,12,1163,9/7/2023,Spain,43,Male,Tablet,1 Month
Standard,11,1175,5/7/2023,United States,42,Female,Tablet,1 Month
Premium,14,843,6/7/2023,Canada,28,Male,Smartphone,1 Month
Basic,12,1675,5/7/2023,United States,40,Female,Laptop,1 Month
Basic,15,2169,9/7/2023,United States,46,Female,Tablet,1 Month
Basic,11,1693,5/7/2023,Canada,39,Female,Laptop,1 Month
Standard,15,1492,6/7/2023,United Kingdom,41,Female,Smartphone,1 Month
Premium,15,408,5/7/2023,Australia,30,Male,Tablet,1 Month
Basic,14,753,8/7/2023,Germany,32,Male,Tablet,1 Month
Basic,14,1532,6/7/2023,France,38,Male,Smart TV,1 Month
Premium,11,174,8/7/2023,Brazil,38,Male,Tablet,1 Month
Standard,13,1790,6/7/2023,Mexico,32,Male,Smartphone,1 Month
Standard,14,2006,7/7/2023,Spain,27,Male,Tablet,1 Month
Basic,15,430,6/7/2023,Italy,50,Female,Tablet,1 Month
Premium,10,1538,7/7/2023,Spain,30,Male,Smartphone,1 Month
Standard,11,2158,6/7/2023,Spain,49,Male,Smartphone,1 Month
Basic,11,1605,7/7/2023,United States,32,Female,Laptop,1 Month
Standard,14,877,6/7/2023,Canada,35,Male,Smartphone,1 Month
Premium,12,1937,8/7/2023,United States,44,Male,Tablet,1 Month
Basic,13,1702,5/7/2023,United States,49,Female,Laptop,1 Month
Premium,13,1155,6/7/2023,Canada,39,Male,Smartphone,1 Month
Standard,12,368,6/7/2023,United Kingdom,38,Female,Smartphone,1 Month
Basic,10,1948,8/7/2023,Australia,38,Female,Laptop,1 Month
Standard,11,914,5/7/2023,Germany,37,Male,Smartphone,1 Month
Premium,11,1974,7/7/2023,France,28,Male,Laptop,1 Month
Basic,11,136,6/7/2023,Brazil,49,Male,Tablet,1 Month
Standard,13,2111,8/7/2023,Mexico,33,Female,Tablet,1 Month
Premium,10,215,5/7/2023,Spain,48,Male,Tablet,1 Month
Basic,13,1115,6/7/2023,Italy,34,Male,Tablet,1 Month
Premium,13,130,6/7/2023,Spain,39,Female,Smartphone,1 Month
Basic,15,889,7/7/2023,Spain,30,Male,Tablet,1 Month
Standard,10,2103,7/7/2023,United States,37,Male,Tablet,1 Month
Standard,10,1503,6/7/2023,Canada,38,Male,Smart TV,1 Month
Basic,12,1297,5/7/2023,United States,42,Female,Laptop,1 Month
Premium,15,886,7/7/2023,United States,35,Female,Laptop,1 Month
Basic,14,1500,8/7/2023,Canada,30,Male,Tablet,1 Month
Standard,15,1200,9/7/2023,United Kingdom,48,Female,Smart TV,1 Month
Premium,14,949,6/7/2023,Australia,48,Male,Tablet,1 Month
Basic,13,595,7/7/2023,Germany,32,Male,Laptop,1 Month
Premium,15,1252,7/7/2023,France,27,Male,Smart TV,1 Month
Basic,10,433,9/7/2023,Brazil,48,Female,Laptop,1 Month
Standard,12,1827,6/7/2023,Mexico,33,Male,Laptop,1 Month
Standard,13,1191,7/7/2023,Spain,28,Male,Smartphone,1 Month
Basic,15,372,7/7/2023,Italy,46,Male,Laptop,1 Month
Premium,11,1467,8/7/2023,Spain,40,Male,Laptop,1 Month
Basic,13,1792,5/7/2023,Spain,49,Male,Smartphone,1 Month
Standard,14,1074,6/7/2023,United States,41,Female,Tablet,1 Month
Premium,13,81,7/7/2023,Canada,38,Male,Tablet,1 Month
Basic,13,2155,7/7/2023,United States,42,Female,Laptop,1 Month
Premium,13,1904,5/7/2023,United States,27,Female,Smart TV,1 Month
Basic,12,1835,6/7/2023,Canada,41,Female,Tablet,1 Month
Standard,13,536,7/7/2023,United Kingdom,41,Female,Tablet,1 Month
Standard,11,155,7/7/2023,Australia,49,Male,Laptop,1 Month
Basic,14,312,4/7/2023,Germany,28,Female,Smartphone,1 Month
Premium,13,305,7/7/2023,France,44,Male,Laptop,1 Month
Basic,11,302,7/7/2023,Brazil,47,Female,Tablet,1 Month
Standard,12,684,6/7/2023,Mexico,29,Male,Tablet,1 Month
Premium,10,2177,4/7/2023,Spain,31,Female,Laptop,1 Month
Basic,12,1634,8/7/2023,Italy,28,Female,Smart TV,1 Month
Premium,15,615,7/7/2023,Spain,32,Male,Smart TV,1 Month
Basic,12,691,7/7/2023,Spain,43,Male,Smartphone,1 Month
Standard,13,905,6/7/2023,United States,48,Male,Smart TV,1 Month
Standard,10,438,7/7/2023,Canada,28,Male,Laptop,1 Month
Basic,14,429,7/7/2023,United States,31,Female,Tablet,1 Month
Premium,15,1619,7/7/2023,United States,47,Male,Laptop,1 Month
Basic,13,509,6/7/2023,Canada,39,Female,Smartphone,1 Month
Standard,13,1233,7/7/2023,United Kingdom,35,Male,Smartphone,1 Month
Premium,10,74,6/7/2023,Australia,42,Female,Smartphone,1 Month
Basic,11,754,7/7/2023,Germany,30,Male,Smart TV,1 Month
Premium,14,1836,6/7/2023,France,34,Male,Smartphone,1 Month
Basic,11,574,9/7/2023,Brazil,35,Male,Smartphone,1 Month
Standard,12,1945,6/7/2023,Mexico,31,Female,Tablet,1 Month
Standard,14,2152,7/7/2023,Spain,36,Female,Tablet,1 Month
Basic,14,206,6/7/2023,Italy,31,Female,Laptop,1 Month
Premium,11,173,9/7/2023,Spain,32,Male,Smart TV,1 Month
Basic,10,1931,7/7/2023,Spain,46,Female,Smartphone,1 Month
Standard,15,1159,7/7/2023,United States,30,Male,Tablet,1 Month
Premium,12,444,6/7/2023,Canada,46,Male,Laptop,1 Month
Basic,12,1351,8/7/2023,United States,44,Female,Tablet,1 Month
Basic,12,325,6/7/2023,United States,34,Male,Tablet,1 Month
Basic,13,1562,8/7/2023,Canada,31,Male,Tablet,1 Month
Standard,13,972,6/7/2023,United Kingdom,34,Male,Smart TV,1 Month
Premium,12,539,8/7/2023,Australia,28,Male,Laptop,1 Month
Basic,10,1951,7/7/2023,Germany,36,Female,Smartphone,1 Month
Basic,14,1893,9/7/2023,France,48,Female,Laptop,1 Month
Premium,13,1444,6/7/2023,Brazil,40,Male,Smartphone,1 Month
Standard,15,1790,7/7/2023,Mexico,35,Male,Smartphone,1 Month
Standard,11,441,7/7/2023,Spain,41,Male,Laptop,1 Month
Basic,10,753,8/7/2023,Italy,28,Female,Smartphone,1 Month
Premium,12,2022,5/7/2023,Spain,37,Male,Tablet,1 Month
Standard,12,1099,7/7/2023,Spain,33,Male,Smartphone,1 Month
Basic,15,327,6/7/2023,United States,27,Female,Tablet,1 Month
Standard,14,1919,8/7/2023,Canada,35,Male,Tablet,1 Month
Premium,10,1257,6/7/2023,United States,27,Male,Smartphone,1 Month
Basic,15,183,7/7/2023,United States,29,Female,Smartphone,1 Month
Premium,12,1944,6/7/2023,Canada,28,Female,Laptop,1 Month
Standard,12,304,8/7/2023,United Kingdom,33,Female,Smartphone,1 Month
Basic,10,1113,5/7/2023,Australia,35,Female,Smartphone,1 Month
Standard,15,1660,6/7/2023,Germany,37,Female,Laptop,1 Month
Premium,12,853,6/7/2023,France,31,Male,Smartphone,1 Month
Basic,13,922,7/7/2023,Brazil,27,Male,Laptop,1 Month
Standard,11,244,8/7/2023,Mexico,48,Male,Tablet,1 Month
Premium,15,567,10/7/2023,Spain,30,Female,Smart TV,1 Month
Basic,14,1504,7/7/2023,Italy,45,Male,Tablet,1 Month
Premium,14,1037,7/7/2023,Spain,28,Male,Smart TV,1 Month
Basic,12,1254,8/7/2023,Spain,30,Female,Laptop,1 Month
Standard,15,1137,10/7/2023,United States,48,Male,Smartphone,1 Month
Standard,10,773,7/7/2023,Canada,37,Female,Laptop,1 Month
Basic,15,1870,7/7/2023,United States,28,Female,Smartphone,1 Month
Premium,14,466,7/7/2023,United States,43,Female,Tablet,1 Month
Basic,10,127,9/7/2023,Canada,36,Male,Laptop,1 Month
Standard,15,1201,6/7/2023,United Kingdom,47,Male,Laptop,1 Month
Premium,10,1774,7/7/2023,Australia,42,Male,Smart TV,1 Month
Basic,15,424,7/7/2023,Germany,50,Male,Laptop,1 Month
Premium,13,1222,8/7/2023,France,41,Male,Tablet,1 Month
Basic,13,1333,5/7/2023,Brazil,43,Male,Laptop,1 Month
Standard,13,1384,7/7/2023,Mexico,35,Male,Laptop,1 Month
Standard,10,696,7/7/2023,Spain,51,Male,Smart TV,1 Month
Basic,15,1101,7/7/2023,Italy,35,Male,Tablet,1 Month
Premium,10,988,5/7/2023,Spain,37,Male,Smart TV,1 Month
Basic,10,840,6/7/2023,Spain,28,Female,Smartphone,1 Month
Standard,14,1557,7/7/2023,United States,32,Female,Smartphone,1 Month
Premium,13,1514,7/7/2023,Canada,37,Female,Tablet,1 Month
Basic,11,1276,5/7/2023,United States,37,Female,Tablet,1 Month
Premium,12,964,8/7/2023,United States,34,Female,Smart TV,1 Month
Basic,15,1852,7/7/2023,Canada,30,Female,Tablet,1 Month
Standard,14,1653,7/7/2023,United Kingdom,35,Male,Tablet,1 Month
Standard,14,674,6/7/2023,Australia,41,Female,Laptop,1 Month
Basic,13,1714,8/7/2023,Germany,50,Female,Tablet,1 Month
Premium,11,201,8/7/2023,France,48,Female,Laptop,1 Month
Basic,12,1059,8/7/2023,Brazil,29,Male,Smart TV,1 Month
Standard,12,408,6/7/2023,Mexico,37,Male,Tablet,1 Month
Premium,15,408,8/7/2023,Spain,36,Female,Tablet,1 Month
Basic,15,2098,7/7/2023,Italy,45,Male,Tablet,1 Month
Premium,15,1800,8/7/2023,Spain,27,Female,Smart TV,1 Month
Basic,12,447,6/7/2023,Spain,31,Female,Tablet,1 Month
Standard,11,300,9/7/2023,United States,42,Female,Tablet,1 Month
Standard,15,1528,6/7/2023,Canada,43,Female,Smartphone,1 Month
Basic,13,514,7/7/2023,United States,43,Male,Smart TV,1 Month
Premium,15,2064,6/7/2023,United States,35,Female,Laptop,1 Month
Basic,13,110,10/7/2023,Canada,51,Male,Laptop,1 Month
Standard,13,2078,7/7/2023,United Kingdom,42,Female,Smartphone,1 Month
Premium,13,1558,7/7/2023,Australia,36,Male,Tablet,1 Month
Basic,13,273,7/7/2023,Germany,50,Female,Tablet,1 Month
Premium,15,1161,9/7/2023,France,43,Female,Laptop,1 Month
Basic,11,496,7/7/2023,Brazil,28,Male,Laptop,1 Month
Standard,10,500,9/7/2023,Mexico,48,Female,Smart TV,1 Month
Standard,14,1232,7/7/2023,Spain,47,Female,Tablet,1 Month
Basic,12,1017,9/7/2023,Italy,31,Male,Smart TV,1 Month
Premium,14,1503,6/7/2023,Spain,45,Male,Laptop,1 Month
Basic,15,1673,9/7/2023,Spain,45,Female,Tablet,1 Month
Standard,14,2021,6/7/2023,United States,42,Female,Smart TV,1 Month
Premium,12,1277,8/7/2023,Canada,36,Female,Tablet,1 Month
Basic,14,275,7/7/2023,United States,32,Male,Smart TV,1 Month
Basic,10,1293,9/7/2023,United States,50,Male,Tablet,1 Month
Basic,14,660,6/7/2023,Canada,39,Male,Smart TV,1 Month
Standard,10,1001,8/7/2023,United Kingdom,51,Male,Smartphone,1 Month
Premium,14,159,7/7/2023,Australia,49,Female,Tablet,1 Month
Basic,14,1533,9/7/2023,Germany,42,Male,Tablet,1 Month
Basic,12,1103,6/7/2023,France,46,Male,Tablet,1 Month
Premium,12,1194,7/7/2023,Brazil,30,Male,Smartphone,1 Month
Standard,10,60,7/7/2023,Mexico,48,Male,Smart TV,1 Month
Standard,12,1846,9/7/2023,Spain,40,Female,Laptop,1 Month
Basic,10,496,6/7/2023,Italy,50,Female,Smart TV,1 Month
Premium,15,1227,7/7/2023,Spain,49,Female,Laptop,1 Month
Standard,11,1735,7/7/2023,Spain,37,Male,Smartphone,1 Month
Basic,12,1517,8/7/2023,United States,43,Male,Laptop,1 Month
Standard,15,1938,6/7/2023,Canada,40,Female,Tablet,1 Month
Premium,14,653,9/7/2023,United States,27,Male,Laptop,1 Month
Basic,10,1250,6/7/2023,United States,47,Male,Smart TV,1 Month
Premium,11,1626,8/7/2023,Canada,50,Male,Smartphone,1 Month
Standard,12,674,8/7/2023,United Kingdom,31,Female,Smartphone,1 Month
Basic,10,1116,10/7/2023,Australia,33,Male,Smartphone,1 Month
Standard,13,2165,7/7/2023,Germany,42,Female,Tablet,1 Month
Premium,14,970,7/7/2023,France,51,Female,Laptop,1 Month
Basic,12,1750,8/7/2023,Brazil,43,Female,Smartphone,1 Month
Standard,15,1155,10/7/2023,Mexico,45,Female,Smart TV,1 Month
Premium,13,1664,7/7/2023,Spain,48,Female,Tablet,1 Month
Basic,14,1102,7/7/2023,Italy,48,Female,Smart TV,1 Month
Premium,12,1628,8/7/2023,Spain,30,Male,Smartphone,1 Month
Basic,15,1549,9/7/2023,Spain,29,Female,Tablet,1 Month
Standard,10,1525,6/7/2023,United States,28,Male,Tablet,1 Month
Standard,12,356,8/7/2023,Canada,46,Female,Laptop,1 Month
Basic,13,576,8/7/2023,United States,45,Male,Smart TV,1 Month
Premium,12,2112,8/7/2023,United States,30,Male,Tablet,1 Month
Basic,13,1103,6/7/2023,Canada,44,Female,Laptop,1 Month
Standard,14,367,7/7/2023,United Kingdom,46,Male,Laptop,1 Month
Premium,13,1100,8/7/2023,Australia,36,Female,Tablet,1 Month
Basic,12,1999,8/7/2023,Germany,27,Female,Smartphone,1 Month
Premium,14,1904,5/7/2023,France,43,Male,Laptop,1 Month
Basic,11,789,9/7/2023,Brazil,48,Female,Smartphone,1 Month
Standard,12,80,8/7/2023,Mexico,36,Female,Smartphone,1 Month
Standard,10,1678,7/7/2023,Spain,44,Male,Smart TV,1 Month
Basic,11,1527,6/7/2023,Italy,41,Female,Tablet,1 Month
Premium,12,1712,9/7/2023,Spain,29,Female,Smart TV,1 Month
Basic,13,1562,9/7/2023,Spain,28,Female,Smartphone,1 Month
Standard,11,358,7/7/2023,United States,36,Female,Smartphone,1 Month
Premium,15,1075,6/7/2023,Canada,36,Female,Smart TV,1 Month
Basic,14,1246,8/7/2023,United States,40,Male,Laptop,1 Month
Premium,11,955,8/7/2023,United States,35,Female,Tablet,1 Month
Basic,14,969,9/7/2023,Canada,34,Female,Smartphone,1 Month
Standard,10,472,7/7/2023,United Kingdom,46,Male,Laptop,1 Month
Standard,14,1538,8/7/2023,Australia,47,Female,Smart TV,1 Month
Basic,12,867,7/7/2023,Germany,32,Female,Smartphone,1 Month
Premium,13,1216,8/7/2023,France,45,Male,Smartphone,1 Month
Basic,10,1118,7/7/2023,Brazil,31,Female,Smartphone,1 Month
Standard,11,80,10/7/2023,Mexico,49,Male,Laptop,1 Month
Premium,11,1956,7/7/2023,Spain,33,Female,Smartphone,1 Month
Basic,12,833,8/7/2023,Italy,30,Male,Smartphone,1 Month
Premium,11,1641,8/7/2023,Spain,48,Female,Laptop,1 Month
Basic,14,1196,10/7/2023,Spain,49,Female,Tablet,1 Month
Standard,13,906,8/7/2023,United States,43,Male,Laptop,1 Month
Standard,14,1812,8/7/2023,Canada,46,Female,Laptop,1 Month
Basic,12,1073,7/7/2023,United States,33,Male,Smartphone,1 Month
Premium,15,2021,9/7/2023,United States,31,Female,Smartphone,1 Month
Basic,13,1162,7/7/2023,Canada,44,Female,Smart TV,1 Month
Standard,10,1627,9/7/2023,United Kingdom,34,Male,Smart TV,1 Month
Premium,15,1134,7/7/2023,Australia,41,Male,Laptop,1 Month
Basic,10,894,9/7/2023,Germany,42,Male,Laptop,1 Month
Premium,15,540,7/7/2023,France,38,Female,Laptop,1 Month
Basic,13,2083,10/7/2023,Brazil,31,Female,Tablet,1 Month
Standard,11,1019,6/7/2023,Mexico,35,Female,Smartphone,1 Month
Standard,15,406,8/7/2023,Spain,32,Male,Smartphone,1 Month
Basic,15,551,7/7/2023,Italy,39,Male,Smartphone,1 Month
Premium,12,2151,10/7/2023,Spain,42,Male,Laptop,1 Month
Basic,11,1952,6/7/2023,Spain,31,Male,Tablet,1 Month
Standard,14,1360,8/7/2023,United States,38,Male,Tablet,1 Month
Premium,13,144,8/7/2023,Canada,48,Male,Smart TV,1 Month
Basic,14,1746,9/7/2023,United States,29,Male,Tablet,1 Month
Basic,10,913,6/7/2023,United States,43,Female,Smart TV,1 Month
Basic,13,1833,8/7/2023,Canada,49,Female,Smartphone,1 Month
Standard,14,138,8/7/2023,United Kingdom,50,Male,Smartphone,1 Month
Premium,14,669,9/7/2023,Australia,50,Male,Smartphone,1 Month
Basic,14,1963,6/7/2023,Germany,51,Male,Smart TV,1 Month
Basic,11,1098,9/7/2023,France,29,Male,Tablet,1 Month
Premium,11,1122,7/7/2023,Brazil,50,Female,Smartphone,1 Month
Standard,12,1693,8/7/2023,Mexico,39,Female,Tablet,1 Month
Standard,10,1362,6/7/2023,Spain,27,Female,Smart TV,1 Month
Basic,15,2175,10/7/2023,Italy,29,Male,Smart TV,1 Month
Premium,15,622,7/7/2023,Spain,28,Male,Tablet,1 Month
Standard,11,1024,8/7/2023,Spain,46,Male,Smartphone,1 Month
Basic,14,1241,8/7/2023,United States,50,Female,Tablet,1 Month
Standard,12,1137,11/7/2023,Canada,33,Female,Tablet,1 Month
Premium,14,591,7/7/2023,United States,32,Female,Tablet,1 Month
Basic,12,250,8/7/2023,United States,38,Male,Smart TV,1 Month
Premium,13,1805,9/7/2023,Canada,49,Male,Smart TV,1 Month
Standard,12,372,10/7/2023,United Kingdom,50,Male,Laptop,1 Month
Basic,13,1907,7/7/2023,Australia,37,Female,Laptop,1 Month
Standard,15,1844,8/7/2023,Germany,33,Female,Laptop,1 Month
Premium,11,1969,9/7/2023,France,33,Female,Tablet,1 Month
Basic,15,1908,9/7/2023,Brazil,46,Male,Smartphone,1 Month
Standard,10,877,7/7/2023,Mexico,28,Male,Smartphone,1 Month
Premium,11,1344,8/7/2023,Spain,33,Male,Tablet,1 Month
Basic,15,227,9/7/2023,Italy,45,Male,Laptop,1 Month
Premium,14,2021,9/7/2023,Spain,43,Male,Laptop,1 Month
Basic,11,1004,6/7/2023,Spain,49,Female,Smartphone,1 Month
Standard,13,1104,7/7/2023,United States,41,Female,Tablet,1 Month
Standard,14,1525,9/7/2023,Canada,39,Female,Smartphone,1 Month
Basic,14,147,8/7/2023,United States,45,Female,Smartphone,1 Month
Premium,15,766,6/7/2023,United States,38,Male,Tablet,1 Month
Basic,15,1450,10/7/2023,Canada,30,Male,Smart TV,1 Month
Standard,12,109,8/7/2023,United Kingdom,27,Female,Smart TV,1 Month
Premium,15,563,8/7/2023,Australia,36,Female,Smartphone,1 Month
Basic,15,2032,6/7/2023,Germany,36,Female,Tablet,1 Month
Premium,11,1307,9/7/2023,France,28,Male,Tablet,1 Month
Basic,10,1486,9/7/2023,Brazil,45,Female,Smartphone,1 Month
Standard,15,155,9/7/2023,Mexico,41,Male,Smartphone,1 Month
Standard,12,786,8/7/2023,Spain,29,Male,Smart TV,1 Month
Basic,15,853,8/7/2023,Italy,35,Male,Smartphone,1 Month
Premium,12,2089,8/7/2023,Spain,36,Female,Smart TV,1 Month
Basic,11,787,9/7/2023,Spain,41,Male,Laptop,1 Month
Standard,11,1583,8/7/2023,United States,46,Male,Tablet,1 Month
Premium,11,315,8/7/2023,Canada,46,Female,Tablet,1 Month
Basic,10,1718,8/7/2023,United States,42,Male,Smartphone,1 Month
Premium,13,458,8/7/2023,United States,40,Male,Tablet,1 Month
Basic,14,1558,8/7/2023,Canada,32,Female,Tablet,1 Month
Standard,11,1348,10/7/2023,United Kingdom,34,Female,Smartphone,1 Month
Standard,11,908,9/7/2023,Australia,27,Female,Smart TV,1 Month
Basic,11,105,8/7/2023,Germany,38,Male,Laptop,1 Month
Premium,14,168,8/7/2023,France,34,Female,Laptop,1 Month
Basic,13,827,10/7/2023,Brazil,28,Male,Tablet,1 Month
Standard,12,1674,8/7/2023,Mexico,48,Male,Smartphone,1 Month
Premium,13,2030,9/7/2023,Spain,42,Female,Laptop,1 Month
Basic,10,949,8/7/2023,Italy,37,Female,Smart TV,1 Month
Premium,11,1826,10/7/2023,Spain,28,Female,Tablet,1 Month
Basic,13,1971,8/7/2023,Spain,43,Female,Smart TV,1 Month
Standard,10,1947,11/7/2023,United States,44,Female,Smart TV,1 Month
Standard,12,525,7/7/2023,Canada,33,Female,Smartphone,1 Month
Basic,13,1808,9/7/2023,United States,36,Male,Smart TV,1 Month
Premium,14,483,7/7/2023,United States,27,Male,Tablet,1 Month
Basic,11,873,11/7/2023,Canada,41,Male,Tablet,1 Month
Standard,14,635,7/7/2023,United Kingdom,32,Male,Smart TV,1 Month
Premium,12,232,8/7/2023,Australia,36,Female,Laptop,1 Month
Basic,12,117,7/7/2023,Germany,36,Female,Tablet,1 Month
Premium,13,448,10/7/2023,France,36,Male,Laptop,1 Month
Basic,14,1490,7/7/2023,Brazil,32,Male,Smart TV,1 Month
Standard,10,1327,8/7/2023,Mexico,45,Female,Smartphone,1 Month
Standard,11,184,9/7/2023,Spain,43,Female,Tablet,1 Month
Basic,10,403,10/7/2023,Italy,35,Male,Tablet,1 Month
Premium,13,1375,7/7/2023,Spain,29,Female,Smart TV,1 Month
Basic,14,808,8/7/2023,Spain,33,Female,Smart TV,1 Month
Standard,14,1919,8/7/2023,United States,49,Male,Smart TV,1 Month
Premium,15,1609,9/7/2023,Canada,27,Male,Tablet,1 Month
Basic,14,2026,7/7/2023,United States,39,Female,Smart TV,1 Month
Basic,10,1111,10/7/2023,United States,34,Female,Smart TV,1 Month
Basic,12,798,8/7/2023,Canada,39,Male,Smartphone,1 Month
Standard,11,1617,9/7/2023,United Kingdom,39,Female,Laptop,1 Month
Premium,15,1425,9/7/2023,Australia,39,Female,Smart TV,1 Month
Basic,10,845,10/7/2023,Germany,40,Female,Laptop,1 Month
Basic,15,184,8/7/2023,France,40,Male,Tablet,1 Month
Premium,14,158,8/7/2023,Brazil,31,Male,Smartphone,1 Month
Standard,12,1786,9/7/2023,Mexico,47,Male,Smartphone,1 Month
Standard,11,2024,11/7/2023,Spain,43,Male,Laptop,1 Month
Basic,13,1762,8/7/2023,Italy,34,Male,Smartphone,1 Month
Premium,12,976,8/7/2023,Spain,30,Female,Tablet,1 Month
Standard,15,1661,9/7/2023,Spain,33,Female,Smartphone,1 Month
Basic,12,1465,10/7/2023,United States,29,Male,Tablet,1 Month
Standard,14,1234,7/7/2023,Canada,35,Female,Smartphone,1 Month
Premium,13,399,8/7/2023,United States,41,Female,Laptop,1 Month
Basic,14,739,10/7/2023,United States,34,Female,Smartphone,1 Month
Premium,12,1991,9/7/2023,Canada,28,Female,Tablet,1 Month
Standard,15,1539,7/7/2023,United Kingdom,31,Male,Smart TV,1 Month
Basic,15,1672,8/7/2023,Australia,29,Male,Smart TV,1 Month
Standard,12,383,9/7/2023,Germany,44,Female,Tablet,1 Month
Premium,10,923,9/7/2023,France,44,Female,Tablet,1 Month
Basic,13,258,6/7/2023,Brazil,29,Male,Laptop,1 Month
Standard,12,2022,9/7/2023,Mexico,32,Female,Tablet,1 Month
Premium,11,175,9/7/2023,Spain,31,Male,Smartphone,1 Month
Basic,14,2017,8/7/2023,Italy,27,Male,Laptop,1 Month
Premium,13,1252,6/7/2023,Spain,43,Female,Laptop,1 Month
Basic,14,419,10/7/2023,Spain,48,Male,Tablet,1 Month
Standard,15,715,9/7/2023,United States,37,Female,Tablet,1 Month
Standard,11,105,8/7/2023,Canada,42,Male,Smartphone,1 Month
Basic,11,1774,7/7/2023,United States,40,Male,Tablet,1 Month
Premium,13,173,9/7/2023,United States,37,Female,Tablet,1 Month
Basic,12,1061,9/7/2023,Canada,31,Male,Smartphone,1 Month
Standard,11,767,9/7/2023,United Kingdom,30,Male,Smart TV,1 Month
Premium,15,1031,8/7/2023,Australia,51,Female,Smartphone,1 Month
Basic,15,1233,9/7/2023,Germany,42,Female,Laptop,1 Month
Premium,13,206,8/7/2023,France,37,Female,Smartphone,1 Month
Basic,14,1955,9/7/2023,Brazil,44,Female,Smartphone,1 Month
Standard,11,422,8/7/2023,Mexico,37,Male,Tablet,1 Month
Standard,11,518,9/7/2023,Spain,44,Male,Smartphone,1 Month
Basic,11,1882,9/7/2023,Italy,40,Male,Tablet,1 Month
Premium,15,1206,9/7/2023,Spain,27,Male,Smart TV,1 Month
Basic,12,952,8/7/2023,Spain,31,Male,Smart TV,1 Month
Standard,15,151,10/7/2023,United States,39,Female,Smartphone,1 Month
Premium,12,1753,9/7/2023,Canada,47,Female,Tablet,1 Month
Basic,15,593,9/7/2023,United States,30,Male,Smart TV,1 Month
Premium,12,1293,8/7/2023,United States,35,Male,Laptop,1 Month
Basic,14,1548,10/7/2023,Canada,39,Male,Smartphone,1 Month
Standard,15,2089,8/7/2023,United Kingdom,29,Female,Tablet,1 Month
Standard,11,1860,10/7/2023,Australia,28,Male,Laptop,1 Month
Basic,11,1502,8/7/2023,Germany,39,Male,Tablet,1 Month
Premium,10,1626,10/7/2023,France,34,Male,Smart TV,1 Month
Basic,14,1816,8/7/2023,Brazil,47,Male,Smart TV,1 Month
Standard,14,1694,11/7/2023,Mexico,47,Female,Smart TV,1 Month
Premium,13,202,8/7/2023,Spain,46,Male,Smart TV,1 Month
Basic,12,687,9/7/2023,Italy,31,Male,Smart TV,1 Month
Premium,10,730,8/7/2023,Spain,41,Female,Smart TV,1 Month
Basic,10,1024,11/7/2023,Spain,30,Female,Smartphone,1 Month
Standard,11,2021,8/7/2023,United States,41,Male,Tablet,1 Month
Standard,12,79,8/7/2023,Canada,48,Female,Laptop,1 Month
Basic,10,1125,9/7/2023,United States,35,Female,Laptop,1 Month
Premium,13,62,10/7/2023,United States,41,Female,Laptop,1 Month
